em ,dataset,subject,video,onset,apex,offset,emotion,au,type,duration_frame_full,duration_time_full,duration_frame_half,duration_time_half,Inducement Code,Classes,Notes,selfReport,remarks,filename,length
182,MMEW,16,S16-03-006,1,17,32,disgust,4+7+R10,micro-expression,32,0.355555556,17,0.188888889,,,,,,,
183,MMEW,16,S16-03-007,1,10,27,disgust,R4+R10,micro-expression,27,0.3,10,0.111111111,,,,,,,
184,MMEW,16,S16-03-008,1,26,43,disgust,4+R7,micro-expression,43,0.477777778,26,0.288888889,,,,,,,
185,MMEW,16,S16-03-009,1,21,38,disgust,4+R7,micro-expression,38,0.422222222,21,0.233333333,,,,,,,
186,MMEW,16,S16-03-010,1,22,42,disgust,4+R7+R10,micro-expression,42,0.466666667,22,0.244444444,,,,,,,
187,MMEW,16,S16-04-001,1,11,26,others,4,micro-expression,26,0.288888889,11,0.122222222,,,,,,,
188,MMEW,16,S16-04-002,1,13,35,others,4,micro-expression,35,0.388888889,13,0.144444444,,,,,,,
189,MMEW,17,S17-01-001,1,11,33,happiness,R12,micro-expression,33,0.366666667,11,0.122222222,,,,,,,
190,MMEW,17,S17-04-001,1,18,44,others,14,micro-expression,44,0.488888889,18,0.2,,,,,,,
191,MMEW,17,S17-05-001,1,28,38,fear,4+5,micro-expression,38,0.422222222,28,0.311111111,,,,,,,
192,MMEW,17,S17-07-001,1,13,32,anger,7,micro-expression,32,0.355555556,13,0.144444444,,,,,,,
193,MMEW,17,S17-07-002,1,11,39,anger,7,micro-expression,39,0.433333333,11,0.122222222,,,,,,,
194,MMEW,18,S18-02-001,1,12,22,surprise,26,micro-expression,22,0.244444444,12,0.133333333,,,,,,,
195,MMEW,18,S18-02-002,1,19,42,surprise,5,micro-expression,42,0.466666667,19,0.211111111,,,,,,,
196,MMEW,18,S18-02-003,1,23,48,surprise,18,micro-expression,48,0.533333333,23,0.255555556,,,,,,,
197,MMEW,18,S18-02-004,1,20,40,surprise,26,micro-expression,40,0.444444444,20,0.222222222,,,,,,,
198,MMEW,18,S18-02-005,1,17,38,surprise,25,micro-expression,38,0.422222222,17,0.188888889,,,,,,,
199,MMEW,18,S18-03-001,1,9,23,disgust,4+7,micro-expression,23,0.255555556,9,0.1,,,,,,,
200,MMEW,18,S18-03-002,1,17,34,disgust,10,micro-expression,34,0.377777778,17,0.188888889,,,,,,,
201,MMEW,18,S18-03-003,1,19,40,disgust,10,micro-expression,40,0.444444444,19,0.211111111,,,,,,,
202,MMEW,18,S18-03-004,1,10,32,disgust,4+7,micro-expression,32,0.355555556,10,0.111111111,,,,,,,
203,MMEW,18,S18-04-001,1,13,36,others,7+11,micro-expression,36,0.4,13,0.144444444,,,,,,,
204,MMEW,18,S18-04-002,1,7,23,others,4,micro-expression,23,0.255555556,7,0.077777778,,,,,,,
205,MMEW,18,S18-07-001,1,17,43,anger,7,micro-expression,43,0.477777778,17,0.188888889,,,,,,,
206,MMEW,18,S18-07-002,1,13,34,anger,7,micro-expression,34,0.377777778,13,0.144444444,,,,,,,
207,MMEW,18,S18-07-003,1,6,25,anger,7,micro-expression,25,0.277777778,6,0.066666667,,,,,,,
208,MMEW,19,S19-02-001,1,12,43,surprise,5,micro-expression,43,0.477777778,12,0.133333333,,,,,,,
209,MMEW,19,S19-02-002,1,27,51,surprise,5,micro-expression,51,0.566666667,27,0.3,,,,,,,
210,MMEW,19,S19-04-001,1,35,55,others,4+38,micro-expression,55,0.611111111,35,0.388888889,,,,,,,
211,MMEW,20,S20-02-001,1,25,38,surprise,1+2+26,micro-expression,38,0.422222222,25,0.277777778,,,,,,,
212,MMEW,20,S20-02-002,1,6,19,surprise,R1+26,micro-expression,19,0.211111111,6,0.066666667,,,,,,,
213,MMEW,20,S20-03-001,1,14,35,disgust,4+9,micro-expression,35,0.388888889,14,0.155555556,,,,,,,
214,MMEW,20,S20-03-002,1,13,33,disgust,4+9+10,micro-expression,33,0.366666667,13,0.144444444,,,,,,,
215,MMEW,20,S20-03-003,1,13,26,disgust,4+10,micro-expression,26,0.288888889,13,0.144444444,,,,,,,
216,MMEW,20,S20-06-001,1,15,32,sadness,1+15,micro-expression,32,0.355555556,15,0.166666667,,,,,,,
217,MMEW,21,S21-01-001,1,9,31,happiness,12,micro-expression,31,0.344444444,9,0.1,,,,,,,
218,MMEW,21,S21-01-002,1,14,36,happiness,12,micro-expression,36,0.4,14,0.155555556,,,,,,,
219,MMEW,21,S21-01-003,1,20,42,happiness,6+12,micro-expression,42,0.466666667,20,0.222222222,,,,,,,
220,MMEW,21,S21-02-001,1,10,17,surprise,5,micro-expression,17,0.188888889,10,0.111111111,,,,,,,
221,MMEW,21,S21-02-002,1,19,33,surprise,1+2+5,micro-expression,33,0.366666667,19,0.211111111,,,,,,,
222,MMEW,21,S21-02-003,1,12,32,surprise,1+2+5,micro-expression,32,0.355555556,12,0.133333333,,,,,,,
223,MMEW,21,S21-02-004,1,13,42,surprise,1+2+5,micro-expression,42,0.466666667,13,0.144444444,,,,,,,
224,MMEW,21,S21-02-005,1,9,23,surprise,1+2+5,micro-expression,23,0.255555556,9,0.1,,,,,,,
225,MMEW,21,S21-04-001,1,14,29,others,4,micro-expression,29,0.322222222,14,0.155555556,,,,,,,
226,MMEW,21,S21-04-002,1,10,37,others,4,micro-expression,37,0.411111111,10,0.111111111,,,,,,,
227,MMEW,21,S21-04-003,1,18,42,others,24,micro-expression,42,0.466666667,18,0.2,,,,,,,
228,MMEW,21,S21-04-004,1,18,39,others,24,micro-expression,39,0.433333333,18,0.2,,,,,,,
229,MMEW,21,S21-05-001,1,20,42,fear,1+2+20,micro-expression,42,0.466666667,20,0.222222222,,,,,,,
230,MMEW,21,S21-05-002,1,24,44,fear,20,micro-expression,44,0.488888889,24,0.266666667,,,,,,,
231,MMEW,21,S21-05-003,1,12,27,fear,5+20,micro-expression,27,0.3,12,0.133333333,,,,,,,
232,MMEW,22,S22-02-001,1,16,36,surprise,26,micro-expression,36,0.4,16,0.177777778,,,,,,,
233,MMEW,22,S22-02-002,1,23,41,surprise,5+26,micro-expression,41,0.455555556,23,0.255555556,,,,,,,
234,MMEW,22,S22-02-003,1,13,28,surprise,5+26,micro-expression,28,0.311111111,13,0.144444444,,,,,,,
235,MMEW,22,S22-02-004,1,32,46,surprise,5+26,micro-expression,46,0.511111111,32,0.355555556,,,,,,,
236,MMEW,22,S22-03-001,1,13,36,disgust,4+7+10,micro-expression,36,0.4,13,0.144444444,,,,,,,
237,MMEW,22,S22-03-002,1,22,56,disgust,4+10,micro-expression,56,0.622222222,22,0.244444444,,,,,,,
238,MMEW,23,S23-04-001,1,11,20,others,38,micro-expression,20,0.222222222,11,0.122222222,,,,,,,
239,MMEW,23,S23-06-001,1,15,39,sadness,1+2+14+17,micro-expression,39,0.433333333,15,0.166666667,,,,,,,
240,MMEW,24,S24-01-001,1,16,36,happiness,R12,micro-expression,36,0.4,16,0.177777778,,,,,,,
241,MMEW,24,S24-02-001,1,11,35,surprise,1+2+5,micro-expression,35,0.388888889,11,0.122222222,,,,,,,
242,MMEW,24,S24-02-002,1,13,45,surprise,1+2+5,micro-expression,45,0.5,13,0.144444444,,,,,,,
243,MMEW,24,S24-02-003,1,17,46,surprise,1+2+5,micro-expression,46,0.511111111,17,0.188888889,,,,,,,
244,MMEW,25,S25-02-001,1,12,46,surprise,5,micro-expression,46,0.511111111,12,0.133333333,,,,,,,
245,MMEW,25,S25-02-002,1,13,36,surprise,5,micro-expression,36,0.4,13,0.144444444,,,,,,,
246,MMEW,25,S25-02-003,1,15,46,surprise,5,micro-expression,46,0.511111111,15,0.166666667,,,,,,,
247,MMEW,25,S25-04-001,1,15,49,others,14,micro-expression,49,0.544444444,15,0.166666667,,,,,,,
248,MMEW,25,S25-07-001,1,9,43,anger,7,micro-expression,43,0.477777778,9,0.1,,,,,,,
249,MMEW,26,S26-02-001,1,14,37,surprise,1+2+17,micro-expression,37,0.411111111,14,0.155555556,,,,,,,
250,MMEW,26,S26-04-001,1,17,51,others,15,micro-expression,51,0.566666667,17,0.188888889,,,,,,,
251,MMEW,27,S27-02-001,1,12,22,surprise,1+2+5,micro-expression,22,0.244444444,12,0.133333333,,,,,,,
252,MMEW,27,S27-03-001,1,22,45,disgust,4+7,micro-expression,45,0.5,22,0.244444444,,,,,,,
253,MMEW,27,S27-04-001,1,13,46,others,4,micro-expression,46,0.511111111,13,0.144444444,,,,,,,
254,MMEW,28,S28-02-001,1,25,43,surprise,5,micro-expression,43,0.477777778,25,0.277777778,,,,,,,
255,MMEW,28,S28-03-001,1,20,50,disgust,R10,micro-expression,50,0.555555556,20,0.222222222,,,,,,,
256,MMEW,28,S28-04-001,1,12,30,others,14+24,micro-expression,30,0.333333333,12,0.133333333,,,,,,,
257,MMEW,28,S28-07-001,1,9,30,anger,7,micro-expression,30,0.333333333,9,0.1,,,,,,,
258,MMEW,29,S29-02-001,1,11,27,surprise,1+2+5,micro-expression,27,0.3,11,0.122222222,,,,,,,
259,MMEW,29,S29-02-002,1,10,21,surprise,1+2,micro-expression,21,0.233333333,10,0.111111111,,,,,,,
260,MMEW,29,S29-02-003,1,11,29,surprise,1+2+5,micro-expression,29,0.322222222,11,0.122222222,,,,,,,
261,MMEW,29,S29-02-004,1,15,33,surprise,1+2+5,micro-expression,33,0.366666667,15,0.166666667,,,,,,,
262,MMEW,30,S30-01-001,1,21,36,happiness,L12,micro-expression,36,0.4,21,0.233333333,,,,,,,
263,MMEW,30,S30-01-002,1,24,45,happiness,6+12,micro-expression,45,0.5,24,0.266666667,,,,,,,
264,MMEW,30,S30-01-003,1,24,46,happiness,6+12,micro-expression,46,0.511111111,24,0.266666667,,,,,,,
265,MMEW,30,S30-01-004,1,14,50,happiness,6+12,micro-expression,50,0.555555556,14,0.155555556,,,,,,,
266,MMEW,30,S30-02-001,1,15,35,surprise,1+2+5,micro-expression,35,0.388888889,15,0.166666667,,,,,,,
267,MMEW,30,S30-02-002,1,18,53,surprise,1+2+5+18,micro-expression,53,0.588888889,18,0.2,,,,,,,
268,MMEW,30,S30-02-003,1,13,38,surprise,1+2+5,micro-expression,38,0.422222222,13,0.144444444,,,,,,,
269,MMEW,30,S30-02-004,1,13,52,surprise,1+2+5,micro-expression,52,0.577777778,13,0.144444444,,,,,,,
270,MMEW,30,S30-02-005,1,12,46,surprise,1+2+5,micro-expression,46,0.511111111,12,0.133333333,,,,,,,
271,MMEW,30,S30-02-006,1,13,46,surprise,1+2+5,micro-expression,46,0.511111111,13,0.144444444,,,,,,,
272,MMEW,30,S30-02-007,1,13,55,surprise,1+2+5,micro-expression,55,0.611111111,13,0.144444444,,,,,,,
273,MMEW,30,S30-02-008,1,13,47,surprise,1+2+5,micro-expression,47,0.522222222,13,0.144444444,,,,,,,
274,MMEW,30,S30-02-009,1,17,35,surprise,1+2+5,micro-expression,35,0.388888889,17,0.188888889,,,,,,,
275,MMEW,30,S30-02-010,1,16,48,surprise,1+2+5,micro-expression,48,0.533333333,16,0.177777778,,,,,,,
276,MMEW,30,S30-02-011,1,20,58,surprise,5,micro-expression,58,0.644444444,20,0.222222222,,,,,,,
277,MMEW,30,S30-02-012,1,11,27,surprise,1+2+5,micro-expression,27,0.3,11,0.122222222,,,,,,,
278,MMEW,30,S30-02-013,1,21,55,surprise,1+2+5,micro-expression,55,0.611111111,21,0.233333333,,,,,,,
279,MMEW,30,S30-02-014,1,25,50,surprise,1+2+5,micro-expression,50,0.555555556,25,0.277777778,,,,,,,
280,MMEW,30,S30-03-001,1,15,48,disgust,4+10,micro-expression,48,0.533333333,15,0.166666667,,,,,,,
281,MMEW,30,S30-03-002,1,19,38,disgust,4+9,micro-expression,38,0.422222222,19,0.211111111,,,,,,,
282,MMEW,30,S30-03-003,1,14,30,disgust,4+10+R12,micro-expression,30,0.333333333,14,0.155555556,,,,,,,
283,MMEW,30,S30-03-004,1,18,43,disgust,4+9,micro-expression,43,0.477777778,18,0.2,,,,,,,
284,MMEW,30,S30-03-005,1,28,52,disgust,4+6+7,micro-expression,52,0.577777778,28,0.311111111,,,,,,,
285,MMEW,30,S30-03-006,1,12,47,disgust,4+10+15,micro-expression,47,0.522222222,12,0.133333333,,,,,,,
286,MMEW,30,S30-03-007,1,11,72,disgust,4+6+10,micro-expression,72,0.8,11,0.122222222,,,,,,,
287,MMEW,30,S30-03-008,1,24,47,disgust,4+10+17,micro-expression,47,0.522222222,24,0.266666667,,,,,,,
288,MMEW,30,S30-03-009,1,14,31,disgust,4+10,micro-expression,31,0.344444444,14,0.155555556,,,,,,,
289,MMEW,30,S30-03-010,1,17,39,disgust,4+9,micro-expression,39,0.433333333,17,0.188888889,,,,,,,
290,MMEW,30,S30-03-011,1,14,37,disgust,4+7,micro-expression,37,0.411111111,14,0.155555556,,,,,,,
291,MMEW,30,S30-03-012,1,10,58,disgust,4+6+10,micro-expression,58,0.644444444,10,0.111111111,,,,,,,
292,MMEW,30,S30-04-001,1,15,33,others,L4,micro-expression,33,0.366666667,15,0.166666667,,,,,,,
293,MMEW,30,S30-04-002,1,20,45,others,4,micro-expression,45,0.5,20,0.222222222,,,,,,,
294,MMEW,30,S30-04-003,1,17,48,others,4,micro-expression,48,0.533333333,17,0.188888889,,,,,,,
295,MMEW,30,S30-04-004,1,13,31,others,4,micro-expression,31,0.344444444,13,0.144444444,,,,,,,
296,MMEW,30,S30-04-005,1,17,38,others,L4+15,micro-expression,38,0.422222222,17,0.188888889,,,,,,,
297,MMEW,30,S30-05-001,1,10,26,fear,4+R20,micro-expression,26,0.288888889,10,0.111111111,,,,,,,
298,MMEW,30,S30-06-001,1,27,41,sadness,17,micro-expression,41,0.455555556,27,0.3,,,,,,,
299,MMEW,30,S30-06-002,1,11,34,sadness,17,micro-expression,34,0.377777778,11,0.122222222,,,,,,,
0,MEVIEW,1,1,52,0,65,contempt,L12,micro-expression,14,0.56,-51,-2.04,,,,,,european-poker-Barcelona.mp4,13
1,MEVIEW,2,1,92,0,100,contempt,R12,micro-expression,9,0.36,-91,-3.64,,,,,,european-poker-Barcelona.mp4,2
3,MEVIEW,3,1,82,0,90,surprise,1.2,micro-expression,9,0.36,-81,-3.24,,,,,,european-poker-Barcelona.mp4,8
4,MEVIEW,4,1,18,0,29,surprise,1.2,micro-expression,12,0.48,-17,-0.68,,,"more macro-expression, oclussion",,,european-poker-Barcelona.mp4,11
6,MEVIEW,5,2,75,0,84,surprise,1.2,micro-expression,10,0.4,-74,-2.96,,,,,,european-poker-Barcelona.mp4,9
7,MEVIEW,6,1,15,0,26,surprise,1.2,micro-expression,12,0.48,-14,-0.56,,,,,,european-poker-Barcelona.mp4,11
9,MEVIEW,7,2,87,0,97,fear,24,micro-expression,11,0.44,-86,-3.44,,,,,,european-poker-Barcelona.mp4,10
10,MEVIEW,7,3,97,0,101,contempt,R12,micro-expression,5,0.2,-96,-3.84,,,"video is cut, it is likely to be a macroemotion",,,european-poker-Barcelona.mp4,4
12,MEVIEW,7,5,54,0,70,contempt,R12,micro-expression,17,0.68,-53,-2.12,,,,,,european-poker-Barcelona.mp4,16
14,MEVIEW,7,7,51,0,65,fear,24,micro-expression,15,0.6,-50,-2,,,,,,european-poker-Barcelona.mp4,14
16,MEVIEW,7,9,76,0,87,anger,4,micro-expression,12,0.48,-75,-3,,,,,,european-poker-Barcelona.mp4,11
17,MEVIEW,7,10,22,0,40,fear,24,micro-expression,19,0.76,-21,-0.84,,,,,,european-poker-Barcelona.mp4,18
18,MEVIEW,8,1,13,0,21,contempt,R10,micro-expression,9,0.36,-12,-0.48,,,,,,european-poker-dublin.mp4,8
21,MEVIEW,9,2,6,0,15,contempt,L12,micro-expression,10,0.4,-5,-0.2,,,during movement,,,european-poker-dublin.mp4,9
22,MEVIEW,10,1,13,0,27,surprise,1.2,micro-expression,15,0.6,-12,-0.48,,,,,,european-poker-prague.mp4,14
25,MEVIEW,11,1,8,0,39,anger,7,micro-expression,32,1.28,-7,-0.28,,,not microexpression,,,duel-Neymar-Sampaio.mp4,31
27,MEVIEW,11,3,57,0,67,happy,12,micro-expression,11,0.44,-56,-2.24,,,,,,duel-Neymar-Sampaio.mp4,10
29,MEVIEW,11,5,33,0,49,happy,12,micro-expression,17,0.68,-32,-1.28,,,brief but lasts long,,,duel-Neymar-Sampaio.mp4,16
30,MEVIEW,13,1,14,0,32,happy,12,micro-expression,19,0.76,-13,-0.52,,,,,,duel-ronaldo-miss-world.mp4,18
32,MEVIEW,14,1,38,0,48,contempt,R12,micro-expression,11,0.44,-37,-1.48,,,,,,duel-ronaldo-miss-world.mp4,10
33,MEVIEW,14,2,21,0,33,happy,L12,micro-expression,13,0.52,-20,-0.8,,,,,,duel-ronaldo-miss-world.mp4,12
34,MEVIEW,15,1,42,0,49,surprise,1.2,micro-expression,8,0.32,-41,-1.64,,,,,,dvtv-ovcacek.mp4,7
35,MEVIEW,15,2,129,0,141,surprise,1.2,micro-expression,13,0.52,-128,-5.12,,,,,,dvtv-ovcacek.mp4,12
38,MEVIEW,16,2,45,0,52,happy,12,micro-expression,8,0.32,-44,-1.76,,,,,,dvtv-ovcacek.mp4,7
39,MEVIEW,16,3,1,0,13,happy,12,micro-expression,13,0.52,0,0,,,,,,dvtv-ovcacek.mp4,12
